Date,Symbol,Close,Open,High,Low,Volume
2025-11-09,MGL_TECH,109.13,109.24,110.01,109.05,104713
2025-11-10,MGL_TECH,107.28,106.94,108.25,106.73,376994
2025-11-11,MGL_TECH,102.55,102.83,102.69,102.01,423681
2025-11-12,MGL_TECH,100.99,100.94,101.66,100.08,927265
2025-11-13,MGL_TECH,102.15,101.76,102.88,101.03,590029
2025-11-14,MGL_TECH,102.95,103.25,103.37,102.67,612779
2025-11-15,MGL_TECH,104.4,104.71,105.64,103.82,162726
2025-11-16,MGL_TECH,103.16,103.18,103.83,101.66,348088
2025-11-17,MGL_TECH,101.67,102.12,103.03,100.44,151980
2025-11-18,MGL_TECH,101.24,101.73,101.31,99.87,865393
2025-11-19,MGL_TECH,99.9,100.16,101.0,99.63,469661
2025-11-20,MGL_TECH,98.06,98.2,98.53,97.5,772623
2025-11-21,MGL_TECH,97.84,97.6,98.9,97.12,746894
2025-11-22,MGL_TECH,97.83,97.9,98.25,96.42,823286
2025-11-23,MGL_TECH,100.25,100.61,101.59,99.14,546988
2025-11-24,MGL_TECH,100.97,100.71,102.28,100.26,227385
2025-11-25,MGL_TECH,100.91,100.43,101.81,99.88,126008
2025-11-26,MGL_TECH,98.93,98.63,99.89,98.3,137150
2025-11-27,MGL_TECH,99.0,98.6,100.05,97.63,579594
2025-11-28,MGL_TECH,97.42,96.97,97.91,96.02,229140
2025-11-29,MGL_TECH,97.15,97.25,97.74,96.45,800197
2025-11-30,MGL_TECH,99.52,99.13,100.35,99.4,386344
2025-12-01,MGL_TECH,99.4,99.88,100.78,98.62,586829
2025-12-02,MGL_TECH,101.66,101.18,102.88,100.84,806946
2025-12-03,MGL_TECH,102.05,102.38,102.32,101.33,702660
2025-12-04,MGL_TECH,101.53,101.98,102.7,100.55,313553
2025-12-05,MGL_TECH,101.48,101.24,101.57,100.36,548545
2025-12-06,MGL_TECH,99.28,99.5,100.53,97.84,828143
2025-12-07,MGL_TECH,100.16,99.84,101.0,99.5,529078
2025-12-08,MGL_TECH,100.26,100.54,100.86,99.76,600021
2025-12-09,MGL_TECH,100.03,99.62,101.24,98.63,668874
2025-12-10,MGL_TECH,102.19,102.18,102.94,100.82,309499
2025-12-11,MGL_TECH,102.75,102.69,103.84,101.85,423812
2025-12-12,MGL_TECH,101.96,101.81,103.34,100.67,762709
2025-12-13,MGL_TECH,102.11,101.87,103.21,101.84,722889
2025-12-14,MGL_TECH,100.79,100.84,101.75,99.79,349442
2025-12-15,MGL_TECH,102.21,102.54,102.27,101.54,940419
2025-12-16,MGL_TECH,104.1,104.3,104.38,102.78,181238
2025-12-17,MGL_TECH,104.22,104.64,105.2,103.04,239029
2025-12-18,MGL_TECH,106.74,106.25,107.94,105.7,494249
2025-12-19,MGL_TECH,105.64,106.05,105.71,105.15,236343
2025-12-20,MGL_TECH,105.46,105.52,106.19,105.38,271456
2025-12-21,MGL_TECH,107.37,107.62,107.92,106.59,453557
2025-12-22,MGL_TECH,108.0,108.39,108.33,107.5,709893
2025-12-23,MGL_TECH,106.86,106.62,107.98,106.35,554072
2025-12-24,MGL_TECH,109.54,109.37,109.96,108.24,524133
2025-12-25,MGL_TECH,108.79,108.97,109.39,108.27,359647
2025-12-26,MGL_TECH,110.03,109.57,111.28,109.92,189241
2025-12-27,MGL_TECH,111.47,111.95,111.84,109.97,943474
2025-12-28,MGL_TECH,111.72,111.71,112.99,111.54,534877
2025-12-29,MGL_TECH,111.47,111.21,112.35,111.13,184096
2025-12-30,MGL_TECH,110.47,110.79,110.97,110.2,570864
2025-12-31,MGL_TECH,112.03,111.89,112.59,111.71,257628
2026-01-01,MGL_TECH,114.4,114.48,115.46,114.19,754402
2026-01-02,MGL_TECH,114.45,114.24,115.09,113.58,358849
2026-01-03,MGL_TECH,114.75,115.17,115.27,113.82,593605
2026-01-04,MGL_TECH,113.47,113.67,114.47,112.46,948745
2026-01-05,MGL_TECH,112.01,112.05,112.99,111.27,738136
2026-01-06,MGL_TECH,111.83,111.97,112.08,111.29,498254
2026-01-07,MGL_TECH,113.19,113.44,113.56,112.97,185993
2026-01-08,MGL_TECH,112.66,112.34,113.88,111.95,284878
2026-01-09,MGL_TECH,111.78,112.23,112.61,110.38,746558
2026-01-10,MGL_TECH,111.38,111.54,112.13,111.0,802510
2026-01-11,MGL_TECH,109.91,110.23,110.93,109.64,659981
2026-01-12,MGL_TECH,109.95,110.28,110.44,109.74,714810
2026-01-13,MGL_TECH,108.0,107.89,109.3,107.31,283256
2026-01-14,MGL_TECH,109.03,108.77,109.71,107.79,433603
2026-01-15,MGL_TECH,111.87,112.43,113.12,111.49,622837
2026-01-16,MGL_TECH,112.35,111.91,112.6,112.2,403824
2026-01-17,MGL_TECH,111.91,112.01,113.19,111.6,699512
2026-01-18,MGL_TECH,110.07,110.32,111.37,109.65,436594
2026-01-19,MGL_TECH,107.82,107.69,108.2,107.53,739694
2026-01-20,MGL_TECH,107.25,107.69,108.78,106.26,702840
2026-01-21,MGL_TECH,105.67,106.18,106.06,104.55,293898
2026-01-22,MGL_TECH,107.21,107.42,108.06,105.76,476038
2026-01-23,MGL_TECH,108.75,108.91,109.54,108.16,146498
2026-01-24,MGL_TECH,107.08,107.0,108.38,106.81,135369
2026-01-25,MGL_TECH,109.52,109.83,110.52,108.63,255319
2026-01-26,MGL_TECH,110.59,110.83,111.55,109.36,535368
2026-01-27,MGL_TECH,110.72,110.34,112.04,110.32,404682
2026-01-28,MGL_TECH,112.37,112.65,112.99,111.38,468173
2026-01-29,MGL_TECH,109.78,109.9,111.07,109.14,872365
2026-01-30,MGL_TECH,109.44,109.74,110.97,108.21,336180
2026-01-31,MGL_TECH,111.86,111.96,112.27,111.14,875590
2026-02-01,MGL_TECH,109.86,109.42,110.72,109.13,486081
2026-02-02,MGL_TECH,111.52,111.51,112.59,110.01,229204
2026-02-03,MGL_TECH,113.54,113.76,114.4,113.05,878421
2026-02-04,MGL_TECH,111.19,110.98,112.33,109.66,905323
2026-02-05,MGL_TECH,112.83,112.28,113.38,111.76,369022
2026-02-06,MGL_TECH,111.27,111.47,111.3,111.23,972715
